"","Day","Run_date","pCO2_history","pCO2_exposure","Scallop_ID","mean_MDA_µmol","sd_MDA_µmol","n","se_MDA_µmol"
"26",1,20231004,"moderate","severe",51,66.2522202486679,12.6852193427782,2,8.96980461811723
"27",1,20231004,"moderate","severe",54,357.104795737123,58.527843700343,2,41.3854351687389
"28",1,20231004,"moderate","severe",57,95.6483126110124,74.3529688210366,2,52.5754884547069
"29",1,20231004,"moderate","severe",58,49.0230905861457,8.41494748481326,2,5.95026642984014
"30",1,20231004,"moderate","severe",59,181.882770870337,39.562812801734,2,27.9751332149201
"31",1,20231004,"severe","low",61,144.227353463588,17.7090685874428,2,12.5222024866785
"32",1,20231004,"severe","low",64,47.9573712255773,9.67090979597943,2,6.83836589698046
"33",1,20231004,"severe","low",65,103.552397868561,3.89348316461508,2,2.75310834813498
"34",1,20231004,"severe","low",66,34.5470692717584,7.0333889425305,2,4.9733570159858
"35",1,20231004,"severe","low",68,77.797513321492,28.2591520012386,2,19.9822380106572
"36",1,20231004,"severe","moderate",71,47.6021314387211,8.16375502258004,2,5.77264653641208
"37",1,20231004,"severe","moderate",74,180.106571936057,149.333918797656,2,105.595026642984
"38",1,20231004,"severe","moderate",77,556.927175843695,8.79173617816315,2,6.21669626998226
"39",1,20231004,"severe","moderate",78,84.0142095914742,31.2734615480373,2,22.1136767317939
"40",1,20231004,"severe","moderate",79,28.5079928952043,5.27504170689786,2,3.73001776198934
"41",1,20231004,"severe","severe",81,66.785079928952,4.89825301354802,2,3.46358792184725
"42",1,20231004,"severe","severe",82,175.488454706927,46.3450092820313,2,32.7708703374778
"43",1,20231004,"severe","severe",83,34.8134991119005,8.41494748481326,2,5.95026642984014
"44",1,20231004,"severe","severe",85,177.08703374778,120.949170565301,2,85.5239786856128
"45",1,20231004,"severe","severe",88,136.856127886323,7.2845814047637,2,5.15097690941384
"46",14,20231004,"low","low",2,44.7602131438721,24.7424575299733,2,17.4955595026643
"47",14,20231004,"low","low",5,75.7548845470693,15.8251251206936,2,11.190053285968
"48",14,20231004,"low","moderate",19,68.3836589698046,3.39109824014862,2,2.39786856127885
"49",14,20231004,"low","severe",22,40.4085257548846,85.656629621532,2,60.5683836589698
"50",14,20231004,"low","severe",29,48.5790408525755,14.3179703472942,2,10.1243339253996
"51",14,20231004,"moderate","low",39,73.9786856127886,6.2798115558308,2,4.4404973357016
"52",14,20231004,"moderate","low",40,32.3268206039076,1.63275100451602,2,1.15452930728243
"53",14,20231004,"moderate","moderate",47,179.129662522202,173.32279894093,2,122.557726465364
"54",14,20231004,"moderate","severe",55,274.777975133215,179.477014265644,2,126.909413854352
"55",14,20231004,"moderate","severe",60,94.6714031971581,3.64229070238187,2,2.57548845470694
"56",14,20231004,"severe","low",62,122.380106571936,24.9936499922066,2,17.6731793960924
"57",14,20231004,"severe","low",67,53.8188277087034,2.13513592898246,2,1.50976909413854
"58",14,20231004,"severe","low",70,157.904085257549,119.442015791902,2,84.4582593250444
"59",14,20231004,"severe","moderate",72,31.2611012433392,7.1589851736471,2,5.06216696269982
"60",14,20231004,"severe","moderate",73,320.959147424512,91.3084600217797,2,64.5648312611012
"61",14,20231004,"severe","severe",84,38.98756660746,20.8489743653582,2,14.7424511545293
"62",14,20231004,"severe","severe",86,366.51865008881,NA,1,NA
"63",14,20231004,"severe","severe",87,84.7246891651865,0.879173617816325,2,0.621669626998234
"64",14,20231004,"severe","severe",90,40.4973357015986,5.90302286248096,2,4.17406749555951
"65",NA,20231004,NA,NA,NA,-20.3374777975133,NA,1,NA
