"","Day","pCO2_history","pCO2_exposure","Unique_ID","Plate","Scallop_ID","mean_TotalProtein_ug","sd_TotalProtein_ug","n","se_TotalProtein_ug"
"43",1,"severe","severe","Plate_2_88",2,88,54.2199686750095,6.51794927484148,2,4.60888613167035
"44",14,"low","low","Plate_1_5",1,5,61.9140663486757,2.20066733114683,2,1.55610679298962
"45",14,"low","low","Plate_2_2",2,2,25.4488904632488,2.36998416472766,2,1.67583187418366
"46",14,"low","moderate","Plate_2_19",2,19,56.91905255423,2.52370299351969,2,1.78452750041856
"47",14,"low","severe","Plate_1_29",1,29,72.1375766765104,9.20178381038296,2,6.50664373133438
"48",14,"low","severe","Plate_2_22",2,22,20.9755486611224,0.777790237800364,2,0.549980751489334
"49",14,"moderate","low","Plate_2_39",2,39,68.7515302176327,0.164420810611713,2,0.116263070151732
"50",14,"moderate","low","Plate_2_40",2,40,70.4601405222632,13.7136346391031,2,9.69700404802451
"51",14,"moderate","moderate","Plate_2_47",2,47,45.1948661848746,0.600607979111559,2,0.424693974864532
"52",14,"moderate","severe","Plate_1_55",1,55,102.941569644098,0,2,0
"53",14,"moderate","severe","Plate_2_60",2,60,69.2301048992754,0.484943171890924,2,0.342906605334186
"54",14,"severe","low","Plate_1_62",1,62,23.4081461525736,6.02851049348106,2,4.26280065039472
"55",14,"severe","low","Plate_1_70",1,70,56.0614346030192,0.776310570247138,2,0.548934468528547
"56",14,"severe","low","Plate_2_62",2,62,41.0883850238743,4.39856986015544,2,3.11025857563867
"57",14,"severe","moderate","Plate_1_73",1,73,53.1350361116681,2.27341181454006,2,1.60754491049089
"58",14,"severe","moderate","Plate_2_72",2,72,41.1864570555174,8.31322501776613,2,5.87833778359208
"59",14,"severe","severe","Plate_1_86",1,86,44.836620758191,4.01111646652509,2,2.83628765360891
"60",14,"severe","severe","Plate_1_87",1,87,55.2865284181315,0.556439785457509,2,0.393462345618993
"61",14,"severe","severe","Plate_2_84",2,84,39.7135164948116,0.498450722583092,2,0.352457886025839
"62",14,"severe","severe","Plate_2_90",2,90,34.1205501914943,4.51644956892272,2,3.19361211707232
