"","S1","S19","S20","S21","S2","S11","S12","S13","S14","S24","S33","S36","S34","S35","S18"
"rna-XR_011207942.1",0,0,139,0,0,0,0,35,0,0,0,712,0,0,0
"rna-XM_069247389.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069254793.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011209000.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069264618.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069284350.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069255075.1",209,0,0,269,0,0,0,228,112,105,625,535,100,0,101
"rna-XM_069251412.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069253966.1",17,71,38,73,0,0,0,14,0,0,99,0,43,60,58
"rna-XM_069250870.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138319520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138319525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011208100.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069259587.1",0,0,296,178,72,115,41,0,24,0,82,82,93,86,0
"rna-XM_069265596.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069255061.1",0,0,87,0,0,0,0,0,29,39,0,0,0,78,101
"rna-XM_069266222.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069259406.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069244788.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069286230.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069267199.1",0,0,74,0,0,0,0,0,0,80,413,0,0,0,0
"rna-XM_069249067.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069270991.1",0,0,148,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069270408.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069268990.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-Trnav-cac-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-Trnav-cac-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069262460.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069276616.1",510,420,590,331,381,196,646,448,241,757,634,414,484,522,441
"rna-XM_069270898.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069285439.1",0,0,0,0,0,160,0,0,0,0,1253,0,0,152,0
"rna-XR_011209834.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069270985.1",591,864,646,581,589,906,1403,964,472,1084,1326,427,216,342,842
"rna-XM_069281215.1",162,202,290,190,145,114,88,214,81,143,164,142,134,207,253
"rna-XM_069246094.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069271508.1",762,675,1010,411,936,347,314,360,491,324,980,822,675,1026,975
"rna-XM_069254028.1",0,0,0,0,29,98,0,37,0,0,259,95,0,0,0
"rna-XM_069280336.1",0,0,0,0,0,0,0,118,0,0,253,0,0,0,0
"rna-XM_069255937.1",1940,1111,0,0,1816,325,1560,1830,1187,2827,1200,3129,0,1738,1257
"rna-XM_069286134.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069246849.1",275,110,0,0,0,0,0,0,0,186,472,281,175,461,0
"rna-XM_069280088.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069246102.1",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069276656.1",0,0,0,0,0,0,0,0,0,0,129,0,0,0,0
"rna-XM_069283860.1",0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
"rna-XM_069278150.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069251206.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069255675.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"rna-XM_069250031.1",117,0,0,0,0,0,0,0,0,0,0,116,0,0,0
"rna-XM_069280137.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069263667.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069273511.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069278858.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069283388.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069267238.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069247286.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069252332.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069284851.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069270140.1",243,314,436,347,144,252,497,396,330,349,752,212,309,312,278
"rna-XM_069263677.1",0,0,0,0,0,0,56,0,0,0,102,0,0,0,0
"rna-XM_069276882.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069282196.1",0,0,0,0,0,0,0,0,0,0,0,0,0,734,0
"rna-XM_069259577.1",0,0,0,0,0,0,0,0,0,0,132,198,0,0,0
"rna-XR_011206800.1",3726,2518,4446,3712,1564,2371,1534,2179,843,1620,2101,1477,1909,2449,1826
"rna-XM_069278033.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069273505.1",1190,591,1005,824,692,107,719,686,466,1051,277,361,758,156,646
"rna-XM_069256610.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069246397.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069267656.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069283688.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069283449.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011209080.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069250858.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069262270.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069274953.1",312,332,514,569,402,303,375,355,405,393,869,324,344,379,402
"rna-XM_069261520.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069260971.1",950,504,667,70,702,956,1960,1313,827,1073,3365,178,1251,751,201
"rna-XM_069255154.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069281951.1",107,0,0,331,0,0,110,0,0,0,599,242,447,351,0
"rna-XM_069258248.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069260748.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069269797.1",0,0,0,0,0,0,0,0,0,133,1039,0,0,0,0
"rna-XM_069259300.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069258160.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069268255.1",227,139,222,81,194,59,160,0,117,139,110,92,104,184,100
"rna-XM_069283816.1",329,0,922,300,157,0,0,0,0,0,429,0,0,0,0
"rna-XM_069252019.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069258481.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069259599.1",12,0,140,0,107,63,93,113,101,113,11,195,159,300,0
"rna-XR_011208413.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069249248.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069282866.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069274524.1",0,0,0,0,0,0,0,0,33,0,77,0,0,0,0
"rna-XR_011208454.1",552,507,0,0,0,0,0,0,0,1305,752,0,0,0,0
"rna-XM_069248135.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069262025.1",7347,4223,5121,2351,4165,7468,10766,6349,3823,6457,10835,4978,4618,7797,2406
"rna-XM_069251943.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011206045.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069283158.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138310185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069276336.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069276303.1",6267,5454,9879,5039,5066,7591,6619,6054,5855,7020,7082,6018,7201,7260,4962
"rna-XM_069253634.1",8,0,8,0,0,0,8,12,0,0,19,23,42,8,22
"rna-XR_011209101.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069271082.1",192,117,38,82,0,91,213,38,39,74,279,0,0,200,76
"rna-XM_069245873.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069270780.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069284791.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069267130.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069248294.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069249946.1",446,516,472,371,248,608,472,502,412,725,586,418,312,406,389
"rna-XR_011208035.1",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"rna-XM_069249418.1",59,0,0,0,0,207,340,0,129,0,447,343,0,304,142
"rna-XM_069246182.1",132,64,454,252,217,60,129,174,60,347,0,250,57,0,145
"rna-XM_069276156.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069251318.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069266982.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069277240.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069253147.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069282378.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069248518.1",244,214,300,352,226,101,184,0,604,197,111,1130,0,216,164
"gene-LOC138305669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069263776.1",0,0,0,0,0,93,0,0,0,0,0,0,0,0,0
"gene-LOC138305667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138305666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069249126.1",171,259,289,0,75,108,183,228,193,193,334,519,258,241,126
"gene-LOC138305660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069273720.1",313,295,307,481,355,364,360,323,341,227,488,111,359,335,316
"rna-XM_069250517.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069247610.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069245720.1",445,132,56,313,0,0,282,79,0,185,308,78,118,208,132
"rna-XM_069258473.1",0,0,0,0,0,0,0,0,0,0,824,212,0,0,0
"rna-XM_069285306.1",0,84,30,0,0,0,21,0,16,0,20,0,42,107,31
"rna-XM_069271822.1",442,203,116,425,474,332,164,329,354,338,524,273,452,309,440
"rna-XM_069257993.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069261902.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069253086.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069255674.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069255501.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069252854.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069275344.1",58,133,265,252,274,119,320,0,61,298,404,0,145,345,58
"rna-XR_011208998.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011206263.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069263495.1",0,171,296,583,146,335,252,119,579,432,300,0,146,291,123
"rna-XM_069253701.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069248338.1",0,181,116,0,0,195,187,103,0,0,0,0,44,0,0
"rna-XM_069280605.1",0,0,0,0,0,0,0,226,0,89,199,0,0,0,0
"rna-XM_069248368.1",0,229,204,92,0,349,218,198,0,543,747,0,0,91,0
"rna-XM_069246003.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069261169.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069258463.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069254911.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069250382.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069274876.1",0,588,604,303,579,0,668,0,561,609,0,0,369,789,267
"rna-XM_069252640.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069286569.1",208,174,164,423,331,429,466,0,340,511,600,0,0,452,162
"rna-XM_069271601.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069251331.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069284230.1",0,48,0,0,0,0,124,0,0,0,49,0,0,0,0
"rna-XM_069252467.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011210493.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069269326.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069264867.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069274678.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069281200.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069269057.1",322,221,290,0,0,484,465,0,0,443,620,497,0,256,0
"rna-XM_069282856.1",0,0,0,0,0,201,0,0,0,0,0,0,272,652,0
"rna-XM_069278106.1",307,363,412,258,272,304,339,161,51,297,634,421,0,295,327
"rna-XM_069283389.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-Trnav-aac-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-Trnav-aac-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-Trnav-aac-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-Trnav-aac-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-Trnav-aac-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069254646.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-Trnav-aac-9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-Trnav-aac-8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069281998.1",0,79,238,90,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069281360.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069262191.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069251657.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069247127.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
"rna-XM_069252364.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069260482.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138336273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069263489.1",0,0,510,0,0,0,274,492,368,234,652,0,592,285,271
"rna-XM_069280483.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069275710.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069247348.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011209327.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069270496.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069267492.1",368,399,556,475,333,437,199,278,337,357,427,298,235,277,61
"rna-XM_069265313.1",0,0,0,66,0,0,0,0,0,0,223,0,142,0,0
"rna-XM_069282868.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069265243.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069252863.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011206404.1",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"rna-XM_069267583.1",915,852,1458,770,1070,857,1220,1176,921,1056,1723,591,1178,1006,962
"rna-XM_069277268.1",195,192,267,188,241,237,167,186,211,154,254,89,210,262,276
"rna-XM_069244855.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069249083.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069261509.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069257352.1",0,0,0,0,0,0,0,0,0,0,148,0,0,0,0
"rna-XM_069251842.1",0,0,0,0,0,0,0,0,0,0,0,0,0,39,0
"rna-Trnar-acg-37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069270390.1",449,508,400,233,409,441,397,605,493,662,996,0,602,461,325
"rna-XM_069258568.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069248232.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069280161.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069283382.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138311748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069282614.1",211,467,148,552,520,168,321,273,561,0,0,312,250,0,439
"rna-XR_011209741.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069261787.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069286573.1",107,347,403,108,260,230,0,0,144,170,39,78,393,268,243
"gene-LOC138311622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069247093.1",72,76,74,57,54,60,88,42,71,140,149,119,136,85,22
"rna-XM_069282767.1",220,126,146,231,220,353,319,177,140,318,380,292,151,231,113
"rna-XM_069256821.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069283357.1",250,387,368,340,344,254,257,273,0,220,291,182,0,370,380
"rna-XM_069285762.1",0,0,0,0,0,0,0,0,110,0,77,0,0,115,0
"rna-XM_069248141.1",0,261,256,558,126,125,277,129,0,563,1132,126,299,0,0
"rna-XM_069266902.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069253123.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069281492.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069251577.1",1601,1667,2410,2235,2024,1788,4270,2970,2606,4218,7611,960,3361,2830,1480
"rna-XM_069259723.1",0,218,339,358,0,228,249,142,291,390,487,0,0,0,0
"rna-XM_069260999.1",1168,977,876,521,790,1044,924,1044,921,934,1213,1134,992,994,1000
"rna-XM_069247471.1",126,271,463,300,153,599,367,288,333,536,296,163,847,218,660
"rna-XM_069255769.1",0,0,0,0,0,0,0,173,119,0,128,0,0,0,0
"rna-XM_069284172.1",0,47,0,0,0,46,174,143,54,77,213,144,206,73,108
"rna-XM_069276430.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069273756.1",0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069260312.1",858,86,902,841,469,0,269,873,470,497,1441,899,1465,428,856
"gene-LOC138316310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069263840.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069249717.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069273810.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069246888.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138325178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069280451.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069252394.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011207024.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069284155.1",0,0,0,0,0,0,0,0,0,0,0,0,161,0,0
"rna-XR_011208895.1",0,0,0,0,44,0,0,0,0,0,0,42,0,0,0
"rna-XM_069252475.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069263011.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069252273.1",0,0,0,0,267,0,0,0,0,356,0,0,0,0,0
"rna-XM_069277021.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-Trnar-acg-33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138312181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069282629.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069248040.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069253694.1",198,170,171,143,163,172,223,165,198,210,354,299,167,207,149
"rna-XM_069261797.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011206718.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069257904.1",0,0,0,169,64,0,64,0,0,305,233,0,0,170,0
"rna-XM_069246909.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069279577.1",247,256,329,249,344,229,251,311,250,180,317,29,227,400,351
"rna-XM_069267085.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011206605.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138329844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138329843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069273060.1",796,1189,1179,658,837,576,789,1088,908,742,1289,755,1085,1045,1114
"rna-Trnar-acg-32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138319641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138319646",0,0,0,0,0,0,0,0,0,138,319,0,0,0,0
"gene-LOC138329593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069252469.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069267972.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069263118.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138328466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011206902.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069249380.1",0,0,366,0,158,0,0,294,0,0,82,438,37,0,0
"rna-XM_069274459.1",0,0,0,37,44,0,0,0,0,0,0,43,96,0,40
"rna-XM_069247330.1",0,0,0,0,0,0,114,0,103,0,0,0,0,0,0
"rna-XM_069265190.1",0,0,0,0,0,0,0,0,0,0,267,0,171,279,165
"rna-XM_069262544.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011206611.1",82,0,0,33,27,0,0,0,0,86,30,0,0,0,0
"rna-XM_069261281.1",188,786,1935,804,717,361,0,1535,0,565,121,186,546,0,0
"rna-XM_069277907.1",0,0,0,0,0,0,0,0,52,0,0,0,0,0,0
"rna-XM_069276317.1",0,94,0,0,0,0,0,0,0,101,205,80,0,0,0
"rna-XR_011207600.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069259558.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069246746.1",284,115,191,433,337,440,352,265,0,1340,387,263,0,231,35
"rna-XM_069265703.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069267975.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069254539.1",0,0,0,0,0,0,30,0,0,30,0,0,0,0,0
"rna-XM_069274402.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069252067.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069273355.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069247346.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069268722.1",0,0,695,145,149,715,938,303,302,1025,1258,452,633,638,0
"rna-XR_011207607.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069255777.1",0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
"rna-XM_069270593.1",0,69,155,412,352,0,386,0,311,399,460,0,149,449,0
"rna-XM_069280430.1",29,0,45,39,0,67,0,59,0,0,99,0,0,37,86
"rna-XM_069266409.1",0,105,64,0,0,0,192,0,37,177,282,0,184,65,0
"rna-XM_069259310.1",11729,10266,19011,11175,14807,7246,10136,12703,9970,7325,15347,13562,12185,15615,17149
"rna-XM_069258781.1",568,151,0,483,313,666,786,1092,591,360,1243,799,649,0,326
"rna-XR_011207716.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011210276.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069272327.1",0,0,0,0,224,0,0,0,0,0,502,0,0,0,0
"rna-XM_069274290.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069257730.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069265682.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011206136.1",0,0,0,0,0,0,0,0,0,129,0,0,0,0,0
"rna-XM_069251012.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069252725.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138326486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-Trnal-aag-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-Trnal-aag-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-Trnal-aag-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011207584.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-Trnal-aag-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-Trnal-aag-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011207764.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138326737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069265321.1",668,328,0,0,0,264,0,196,0,176,0,427,0,0,0
"rna-XM_069247740.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069262772.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
