Date,LifeStage,Tank_ID,pH_treatment,Notes,salinity_meas,temp_spec,temp_meas,TA _mmol.kgSW,TCO2_mmol.kgSW,pH_Chosen_scale,pH_out_TApH,fCO2_matm_TApH,pCO2_matm_TApH,HCO3_mmol.kgSW_TApH,CO3_mmol.kgSW_TApH,CO2_mmol.kgSW_TApH,B_Alk_mmol.kgSW_TApH,OH_mmol.kgSW_TApH,P_Alk_mmol.kgSW_TApH,Si_Alk_mmol.kgSW_TApH,Revelle_TApH,WCa_TApH,WAr_TApH,xCO2_TApH,pH_out_DICpH,fCO2_matm_DICpH,pCO2_matm_DICpH,HCO3_mmol.kgSW_DICpH,CO3_mmol.kgSW_DICpH,CO2_mmol.kgSW_DICpH,B_Alk_mmol.kgSW_DICpH,OH_mmol.kgSW_DICpH,P_Alk_mmol.kgSW_DICpH,Si_Alk_mmol.kgSW_DICpH,Revelle_DICpH,WCa_DICpH,WAr_DICpH,xCO2_DICpH
1/4/2023,adults,8A ,8,,27.69,23.18,8.2,NR,1926.59,7.8016,,,,,,,,,,,,,,,8.026,383.3,384.8,1814.7,93.2,18.6,45.7,1.1,0,0,14.873,2.31,1.44,388.9
1/4/2023,adults,8D ,8,,27.85,23.13,8.3,NR,1910.99,7.8632,,,,,,,,,,,,,,,8.088,327.4,328.7,1788.3,106.8,15.9,52.2,1.3,0,0,13.78,2.64,1.65,332.2
1/4/2023,adults,7.0A ,7,,27.61,23.06,8.2,NR,1982.01,7.6029,,,,,,,,,,,,,,,7.813,652.5,655.1,1890.9,59.3,31.7,29.4,0.7,0,0,18.212,1.47,0.91,662.1
1/4/2023,adults,7.0D ,7,,27.62,23.08,8.1,NR,1977.56,7.6102,,,,,,,,,,,,,,,7.823,636,638.5,1886.2,60.3,31,30,0.7,0,0,18.106,1.49,0.93,645.3
1/5/2023,adults,7.5C,7.5,,27.56,22.94,8.6,NR,1930.26,7.713,,,,,,,,,,,,,,,7.923,492.5,494.5,1831.5,75.1,23.6,37.3,0.9,0,0,16.462,1.86,1.16,499.9
1/5/2023,adults,7.5D,7.5,,27.52,23.13,8.6,NR,1934.87,7.7096,,,,,,,,,,,,,,,7.922,494.8,496.7,1836,75.1,23.8,37.1,0.9,0,0,16.497,1.86,1.16,502.2
1/5/2023,adults,8B,8,,27.49,23,8.6,NR,1909.57,7.8031,,,,,,,,,,,,,,,8.019,388.3,389.8,1799.1,91.8,18.6,45.1,1.2,0,0,14.91,2.28,1.42,394.1
1/5/2023,adults,8C,8,,27.68,23.04,8.6,NR,1908.1,7.8068,,,,,,,,,,,,,,,8.023,383.3,384.8,1796.6,93.1,18.4,45.9,1.2,0,0,14.774,2.31,1.44,389
1/5/2023,adults,7B,7,,27.63,23.17,8.6,NR,1980.03,7.5775,,,,,,,,,,,,,,,7.782,703.7,706.5,1890.2,56.1,33.8,27.8,0.7,0,0,18.468,1.39,0.86,714.2
1/5/2023,adults,7C,7,,27.55,22.97,8.5,NR,1972.58,7.5979,,,,,,,,,,,,,,,7.802,668.2,670.8,1882.2,58.2,32.2,28.9,0.7,0,0,18.271,1.44,0.9,678.2
1/9/2023,adults,7.5A,7.5,,27.48,22.83,8.1,NR,1903.51,7.7243,,,,,,,,,,,,,,,7.941,464.4,466.2,1805.4,75.5,22.7,38,0.9,0,0,16.296,1.87,1.16,471.2
1/9/2023,adults,7.5D,7.5,,27.15,23.16,8.1,NR,1901.91,7.7229,,,,,,,,,,,,,,,7.944,461.5,463.3,1804,75.3,22.6,37.6,0.9,0,0,16.352,1.87,1.16,468.2
1/9/2023,adults,8A,8,,27.27,23.2,7.9,NR,1876.77,7.8056,,,,,,,,,,,,,,,8.035,366,367.5,1768.2,90.6,18,45.2,1.1,0,0,14.85,2.25,1.4,371.3
1/9/2023,adults,8B,8,,27.3,22.97,7.9,NR,1876.92,7.8086,,,,,,,,,,,,,,,8.035,366.3,367.7,1768.3,90.6,18,45.3,1.1,0,0,14.846,2.25,1.4,371.6
1/9/2023,adults,7A,7,,27.21,23.18,8,NR,1930.36,7.6282,,,,,,,,,,,,,,,7.845,591,593.3,1840.4,61,29,30.7,0.7,0,0,17.885,1.51,0.94,599.6
1/9/2023,adults,7B,7,,27.36,22.96,8,NR,1951.65,7.5438,,,,,,,,,,,,,,,7.751,743.5,746.4,1865.2,49.9,36.5,25.3,0.6,0,0,18.92,1.24,0.77,754.3
1/12/2023,adults,7.5B,7.5,,27.6,22.91,8,NR,1910.78,7.7434,,,,,,,,,,,,,,,7.964,440.8,442.5,1809.5,79.7,21.6,40,1,0,0,15.934,1.97,1.23,447.2
1/12/2023,adults,7.5C,7.5,,27.51,23.08,8,NR,1918.5,7.74,,,,,,,,,,,,,,,7.963,444,445.7,1817.1,79.6,21.8,39.7,1,0,0,15.997,1.97,1.23,450.4
1/12/2023,adults,8C,8,,27.57,23.09,7.9,NR,1887.72,7.7912,,,,,,,,,,,,,,,8.019,382.3,383.8,1780.5,88.5,18.8,44.4,1.1,0,0,15.045,2.19,1.36,387.8
1/12/2023,adults,8D,8,,27.36,23.05,7.9,NR,1883.03,7.8399,,,,,,,,,,,,,,,8.069,338.5,339.9,1768.3,98.1,16.7,48.6,1.2,0,0,14.292,2.43,1.51,343.4
1/12/2023,adults,7C,7,,27.65,22.93,7.9,NR,1934.81,7.671,,,,,,,,,,,,,,,7.889,532.3,534.4,1840.6,68,26.2,34.3,0.8,0,0,17.158,1.69,1.05,540
1/12/2023,adults,7D,7,,27.53,23.11,7.9,NR,1923.8,7.6805,,,,,,,,,,,,,,,7.902,514.1,516.1,1829.1,69.4,25.3,35,0.8,0,0,16.985,1.72,1.07,521.5
1/17/2023,adults,7.5A,7.5,,27.62,23.1,10.3,NR,1913.94,7.7351,,,,,,,,,,,,,,,7.923,493.6,495.5,1812,79.6,22.4,39.1,1.1,0,0,15.925,1.97,1.23,501.6
1/17/2023,adults,7.5B,7.5,,27.67,23.09,10.4,NR,1920.33,7.7323,,,,,,,,,,,,,,,7.918,500.8,502.7,1818.3,79.4,22.6,38.9,1.1,0,0,15.965,1.97,1.23,508.9
1/17/2023,adults,8A,8,,27.88,23.06,10.5,NR,1882.55,7.8228,,,,,,,,,,,,,,,8.011,393.3,394.8,1768.4,96.5,17.7,47.5,1.4,0,0,14.329,2.39,1.49,399.7
1/17/2023,adults,8B,8,,27.32,22.55,10.4,NR,1889.28,7.8231,,,,,,,,,,,,,,,8.005,401.8,403.4,1777.2,93.9,18.2,45.5,1.4,0,0,14.638,2.33,1.45,408.4
1/17/2023,adults,7A,7,,27.77,23,10.5,NR,1953.95,7.6168,,,,,,,,,,,,,,,7.793,683.6,686.3,1861.8,61.4,30.8,30.3,0.8,0,0,17.77,1.52,0.95,694.8
1/17/2023,adults,7B,7,,27.76,22.76,10.4,NR,1947.86,7.642,,,,,,,,,,,,,,,7.818,642.7,645.2,1854.4,64.5,29,31.8,0.9,0,0,17.466,1.6,1,653.2
1/20/2023,adults,7.5C,7.5,,27.1,22.98,13.1,NR,181.58,7.7607,,,,,,,,,,,,,,,7.897,50.8,51,171.7,7.8,2.1,38.8,1.4,0,0,5.224,0.2,0.12,51.8
1/20/2023,adults,7.5D,7.5,,27.06,22.97,13.1,NR,1876.86,7.7629,,,,,,,,,,,,,,,7.907,512.5,514.4,1773,82.6,21.3,39.5,1.4,0,0,15.481,2.06,1.29,522.1
1/20/2023,adults,8C,8,,27.07,22.99,13.2,NR,1860.92,7.8047,,,,,,,,,,,,,,,7.949,459.9,461.6,1751.6,90.3,19,43.1,1.6,0,0,14.757,2.25,1.41,468.5
1/20/2023,adults,8D,8,,27.12,22.94,13.1,NR,1859.95,7.8186,,,,,,,,,,,,,,,7.965,442.9,444.5,1748.5,93.1,18.4,44.5,1.6,0,0,14.53,2.32,1.45,451.1
1/20/2023,adults,7C,7,,27.02,22.98,13.1,NR,1911.53,7.6346,,,,,,,,,,,,,,,7.773,716.1,718.8,1819.6,62.2,29.8,29.9,1,0,0,17.509,1.55,0.97,729.4
1/20/2023,adults,7D,7,,27,23.02,13.2,NR,1915.79,7.6359,,,,,,,,,,,,,,,7.774,717.4,720.1,1823.5,62.6,29.7,30,1,0,0,17.492,1.56,0.98,730.9
1/23/2023,adults,7.5A,7.5,,26.53,23.04,13.9,1881.73,1848.58,7.7603,7.893,508.4,510.3,1687.4,77.4,20.7,38.1,1.5,0,0,15.455,1.94,1.21,518.3,7.894,526.3,528.2,1747.1,80.1,21.4,38.1,1.5,0,0,15.587,2.01,1.26,536.5
1/23/2023,adults,7.5B,7.5,,26.23,23.14,13.9,1877.68,1848.45,7.7605,7.895,506.8,508.7,1684.8,76.9,20.6,37.7,1.5,0,0,15.523,1.93,1.21,516.7,7.895,525.5,527.4,1747.3,79.8,21.4,37.7,1.5,0,0,15.662,2,1.25,535.7
1/23/2023,adults,8A,8,,26.63,23.07,13.9,1878.32,1815.49,7.8442,7.98,405.5,407,1645.9,92.5,16.5,45.7,1.8,0,0,14.006,2.32,1.45,413.4,7.981,419.4,421,1702.7,95.7,17,45.7,1.8,0,0,14.127,2.4,1.5,427.6
1/23/2023,adults,8B,8,,26.68,23.07,13.8,1868.88,1815.3,7.8497,7.988,395.7,397.2,1634.5,93.1,16.1,46.3,1.8,0,0,13.884,2.33,1.46,403.4,7.988,411.8,413.3,1701.5,97,16.8,46.3,1.8,0,0,14.027,2.43,1.52,419.8
1/23/2023,adults,7A,7,,26.55,23.03,13.9,1878.99,1885.23,7.6314,7.759,711.2,713.8,1732.4,58.3,28.9,28.9,1.1,0,0,17.443,1.46,0.91,725,7.759,736.7,739.5,1794.9,60.4,29.9,28.9,1.1,0,0,17.582,1.52,0.95,751
1/23/2023,adults,7B,7,,26.57,22.99,13.9,1867.71,1880.14,7.6591,7.787,658.5,660.9,1712.7,61.6,26.7,30.7,1.1,0,0,17.03,1.54,0.97,671.3,7.788,687.3,689.8,1787.9,64.3,27.9,30.7,1.1,0,0,17.199,1.61,1.01,700.6
1/26/2023,adults,7.5C,7.5,,26.92,22.89,14.6,1880.95,1867.18,7.7684,7.889,512.6,514.5,1681.5,79.3,20.3,39.3,1.6,0,0,15.189,1.99,1.25,522.9,7.889,537.2,539.2,1762.7,83.2,21.3,39.3,1.6,0,0,15.366,2.08,1.31,548
1/26/2023,adults,7.5D,7.5,,26.85,23.01,14.7,1882.84,1866.08,7.7642,7.885,519,520.9,1684.6,78.9,20.5,38.9,1.6,0,0,15.253,1.98,1.24,529.5,7.885,542.8,544.7,1762.1,82.5,21.5,38.9,1.6,0,0,15.422,2.07,1.3,553.7
1/26/2023,adults,8C,8,,26.79,23.06,14.6,1883.52,1825.87,7.8722,7.998,388.1,389.5,1635.3,98.8,15.4,48.5,2,0,0,13.488,2.48,1.55,395.9,7.999,404.8,406.3,1706.6,103.2,16.1,48.5,2,0,0,13.635,2.59,1.62,413
1/26/2023,adults,8D,8,,26.95,23.02,14.6,1881.83,1831.65,7.8623,7.988,398,399.4,1638,97,15.8,47.9,2,0,0,13.604,2.43,1.52,406,7.988,416.2,417.7,1713.6,101.5,16.5,47.9,2,0,0,13.762,2.54,1.59,424.6
1/26/2023,adults,7C,7,,26.85,22.98,14.6,1883.12,1880.09,7.7241,7.845,574.9,577,1701.4,72.3,22.8,35.7,1.4,0,0,15.92,1.81,1.14,586.5,7.845,601.5,603.7,1780.5,75.7,23.9,35.7,1.4,0,0,16.095,1.9,1.19,613.6
1/26/2023,adults,7D,7,,26.82,22.98,14.5,1909.64,1871.41,7.7485,7.872,545,547,1716.2,77.2,21.7,37.6,1.5,0,0,15.594,1.93,1.21,555.9,7.872,561.8,563.9,1769.4,79.6,22.4,37.6,1.5,0,0,15.709,1.99,1.25,573.1
1/31/2023,adults,7.5B,7.5,,26.88,23.06,16.4,1915.27,1830.82,7.79,7.887,527.8,529.7,1701.6,85.5,19.8,40.8,1.8,0,0,14.794,2.15,1.35,539.4,7.887,534.7,536.6,1724,86.7,20.1,40.8,1.8,0,0,14.842,2.18,1.37,546.5
1/31/2023,adults,7.5C,7.5,,26.9,22.92,16.4,1921.78,1831.29,7.7889,7.884,533.8,535.7,1708.8,85.3,20.1,40.6,1.8,0,0,14.851,2.14,1.35,545.6,7.884,538.8,540.8,1724.9,86.1,20.2,40.6,1.8,0,0,14.885,2.16,1.36,550.7
1/31/2023,adults,8B,8,,26.9,23.05,16.5,1934.42,1815.15,7.8936,7.991,407.2,408.6,1667.7,107,15.3,50.3,2.4,0,0,13.154,2.69,1.69,416.2,7.991,412.9,414.3,1691.1,108.6,15.5,50.3,2.4,0,0,13.2,2.73,1.72,422
1/31/2023,adults,8C,8,,26.94,23.05,16.4,1931.06,1813.59,7.9039,8.003,393.6,395,1658.8,109.2,14.8,51.5,2.4,0,0,12.979,2.74,1.73,402.3,8.003,400.3,401.8,1687.5,111.1,15,51.5,2.4,0,0,13.035,2.79,1.76,409.2
1/31/2023,adults,7C,7,,26.91,23.06,16.4,1923.46,1872.68,7.7089,7.804,654.7,657,1742.7,72.4,24.6,34.4,1.5,0,0,16.102,1.82,1.14,669.2,7.804,666.4,668.8,1774,73.7,25,34.4,1.5,0,0,16.169,1.85,1.17,681.1
1/31/2023,adults,7D,7,,26.9,23.08,16.4,1929.48,1847.96,7.7613,7.858,572.7,574.7,1726.8,81.2,21.5,38.5,1.7,0,0,15.278,2.04,1.28,585.3,7.858,578.4,580.5,1744.2,82,21.7,38.5,1.7,0,0,15.315,2.06,1.3,591.2
2/1/2023,adults,7.5A,7.5,,27.24,22.98,16.6,1931,1858.29,7.776,7.869,556.1,558,1720.3,84.4,20.7,40.2,1.8,0,0,14.945,2.12,1.33,568.5,7.869,566,568,1751.3,85.9,21.1,40.2,1.8,0,0,15.01,2.15,1.36,578.7
2/1/2023,adults,7.5D,7.5,,27.18,23,16.6,1933.68,1863.32,7.7886,7.882,538.7,540.6,1717.3,86.7,20.1,41.2,1.9,0,0,14.76,2.17,1.37,550.7,7.882,550.3,552.2,1754.3,88.5,20.5,41.2,1.9,0,0,14.837,2.22,1.4,562.5
2/1/2023,adults,8A,8,,27.21,22.99,16.6,1930.15,1836.95,7.8389,7.933,471.1,472.8,1690.2,96.1,17.6,45.7,2.1,0,0,13.931,2.41,1.52,481.6,7.933,479.7,481.4,1721.2,97.8,17.9,45.7,2.1,0,0,13.994,2.45,1.55,490.4
2/1/2023,adults,8D,8,,27.19,23.01,16.6,1925.53,1819.73,7.8639,7.959,439.6,441.2,1673.5,100.9,16.4,48,2.2,0,0,13.524,2.53,1.6,449.4,7.959,446.7,448.3,1700.6,102.5,16.7,48,2.2,0,0,13.579,2.57,1.62,456.6
2/1/2023,adults,7A,7,,27.21,22.92,16.7,1929.35,1878.64,7.7119,7.801,660.8,663.1,1746,73.4,24.6,35,1.6,0,0,15.98,1.84,1.16,675.6,7.801,673.2,675.5,1778.8,74.8,25,35,1.6,0,0,16.05,1.88,1.18,688.3
2/1/2023,adults,7B,7,,27.22,22.9,16.6,1942.8,1897.93,7.6857,7.775,709.7,712.3,1768.6,69.8,26.5,33.1,1.5,0,0,16.412,1.75,1.1,725.6,7.775,722.3,724.9,1799.9,71.1,26.9,33.1,1.5,0,0,16.478,1.78,1.12,738.4
2/7/2023,adults,7.5A,7.5,,26.92,22.87,17.4,1948.59,1866.15,7.8152,7.895,527.2,529,1720.6,91.7,19.2,42.5,2.1,0,0,14.436,2.31,1.46,539.4,7.895,537.1,539,1753.1,93.4,19.6,42.6,2.1,0,0,14.502,2.35,1.48,549.6
2/7/2023,adults,7.5B,7.5,,26.74,22.92,17.4,1944.96,1851.25,7.8332,7.914,501.9,503.7,1709.6,94.7,18.3,43.8,2.1,0,0,14.184,2.39,1.5,513.6,7.914,509.8,511.6,1736.4,96.2,18.6,43.8,2.1,0,0,14.238,2.42,1.53,521.6
2/7/2023,adults,8A,8,,26.93,22.91,17.3,1949.06,1811.61,7.9481,8.033,368.4,369.7,1650.3,120.2,13.5,55.6,2.8,0,0,12.352,3.02,1.91,376.9,8.033,374.1,375.4,1675.9,122,13.7,55.6,2.8,0,0,12.4,3.07,1.94,382.7
2/7/2023,adults,8B,8,,26.71,22.96,17.3,1945.22,1822.64,7.9148,7.999,402.3,403.7,1667.4,111.8,14.7,51.6,2.6,0,0,12.898,2.82,1.78,411.6,8,408.7,410.1,1694,113.6,15,51.6,2.6,0,0,12.949,2.86,1.8,418.1
2/7/2023,adults,7A,7,,26.88,22.96,17.2,1953.56,1875.22,7.8268,7.911,507,508.8,1719.3,94.3,18.6,43.6,2.1,0,0,14.257,2.37,1.5,518.7,7.912,518.9,520.7,1759.7,96.5,19,43.7,2.1,0,0,14.339,2.43,1.53,530.8
2/7/2023,adults,7A,7,,26.88,22.52,17.2,1940.74,1884.27,7.8077,7.885,538.4,540.3,1719.7,88.8,19.8,41.4,2,0,0,14.646,2.23,1.41,550.8,7.886,554.8,556.8,1772.4,91.5,20.4,41.4,2,0,0,14.754,2.3,1.45,567.6
2/7/2023,adults,7D,7,,26.79,22.63,17.3,1948.83,1895.89,7.7647,7.842,605.3,607.4,1746,81.6,22.2,37.8,1.8,0,0,15.354,2.06,1.3,619.3,7.842,620.4,622.5,1789.5,83.7,22.7,37.8,1.8,0,0,15.445,2.11,1.33,634.7
2/9/2023,adults,7.5E,7.5,,26.85,22.99,15.9,1951.8,1850.81,7.8325,7.937,472.8,474.5,1715.7,94.9,18,44.5,2,0,0,14.215,2.38,1.5,483,7.937,478.5,480.2,1736.5,96,18.3,44.5,2,0,0,14.257,2.41,1.52,488.8
2/9/2023,adults,7.5F,7.5,,26.94,22.79,15.9,1934.35,1841.08,7.8183,7.92,489.6,491.4,1707.5,90.9,18.7,43.1,1.9,0,0,14.433,2.28,1.43,500.1,7.92,496,497.8,1730.1,92.1,18.9,43.1,1.9,0,0,14.48,2.31,1.45,506.7
2/9/2023,adults,8E,8,,27,22.76,16,1940.93,1818.21,7.9301,8.032,366.7,368,1655,114.7,13.9,54.1,2.5,0,0,12.654,2.88,1.81,374.6,8.032,373.7,375.1,1687.1,116.9,14.2,54.1,2.5,0,0,12.715,2.93,1.85,381.8
2/9/2023,adults,8F,8,,26.95,22.68,15.9,1938.43,1811.94,7.9169,8.019,379.2,380.6,1661.4,111.1,14.5,52.5,2.4,0,0,12.886,2.79,1.75,387.4,8.019,384.5,385.9,1684.6,112.7,14.7,52.5,2.4,0,0,12.932,2.83,1.78,392.8
2/9/2023,adults,7E,7,,26.94,22.65,15.9,1950.64,1910.19,7.644,7.738,781.1,783.9,1793.9,62.9,29.8,29.7,1.2,0,0,17.211,1.58,0.99,797.9,7.738,790.8,793.7,1816.4,63.7,30.2,29.7,1.2,0,0,17.258,1.6,1.01,807.9
2/9/2023,adults,7F,7,,26.68,22.77,16.1,1935.52,1902.97,7.6048,7.696,862.5,865.6,1793.2,57.1,32.7,27,1.1,0,0,17.72,1.44,0.9,881.3,7.696,871.6,874.8,1812.2,57.7,33.1,27,1.1,0,0,17.76,1.45,0.91,890.6
2/9/2023,adults,7B,7,MASS FLOW BROKEN,26.83,22.89,15.9,1962.49,1868.39,7.8204,7.923,492.8,494.6,1732,92.7,18.8,43.2,1.9,0,0,14.463,2.33,1.46,503.4,7.923,499.5,501.2,1755.4,94,19.1,43.2,1.9,0,0,14.511,2.36,1.48,510.2
2/10/2023,adults,7.5D,7.5,,26.96,22.93,16.1,1946.9,1845.19,7.8768,7.979,423.3,424.8,1688.4,103.8,16,48.8,2.2,0,0,13.463,2.6,1.64,432.5,7.979,431.9,433.4,1722.9,105.9,16.4,48.8,2.2,0,0,13.531,2.66,1.67,441.3
2/10/2023,adults,8A,8,,27.02,22.92,16.1,1943.68,1842.33,7.8724,7.974,427.4,428.9,1687.5,102.8,16.2,48.5,2.2,0,0,13.511,2.58,1.62,436.7,7.974,435.8,437.4,1721,104.8,16.5,48.5,2.2,0,0,13.578,2.63,1.66,445.3
2/10/2023,adults,8C,8,,27.05,22.95,16.1,1947.82,1811.57,7.958,8.062,340,341.2,1642.6,122.5,12.9,57.5,2.7,0,0,12.191,3.07,1.94,347.3,8.062,346.3,347.6,1673.6,124.8,13.1,57.5,2.7,0,0,12.25,3.13,1.97,353.9
2/10/2023,adults,8D,8,,27.04,23,16.1,1954.09,1816.57,7.9395,8.043,357.9,359.2,1658.7,118.6,13.6,55.5,2.6,0,0,12.467,2.98,1.87,365.7,8.044,363,364.3,1682.5,120.4,13.8,55.6,2.6,0,0,12.512,3.02,1.9,370.9
2/10/2023,adults,7C,7,,26.99,23.17,16,1945.34,1881.88,7.7613,7.865,565.8,567.8,1740.5,82.2,21.5,38.8,1.7,0,0,15.279,2.06,1.3,578,7.865,577.3,579.3,1776.1,83.9,21.9,38.8,1.7,0,0,15.353,2.1,1.32,589.8
2/10/2023,adults,7.5G,7.5,,27.11,22.71,16.4,1935.72,1844.18,7.8305,7.923,484.8,486.6,1702.1,93.6,18.2,44.4,2,0,0,14.182,2.35,1.48,495.5,7.924,492.9,494.6,1730.5,95.2,18.5,44.4,2,0,0,14.24,2.39,1.5,503.8
2/10/2023,adults,8G,8,,27.09,22.71,16.4,1941.64,1809.88,7.9449,8.04,358.7,360,1646.6,118.4,13.5,55.7,2.6,0,0,12.408,2.97,1.87,366.7,8.04,365,366.3,1675.7,120.5,13.7,55.7,2.6,0,0,12.464,3.02,1.9,373.1
2/10/2023,adults,7G,7,,27.1,22.93,16.6,1917.9,1931.34,7.4865,7.569,1166.6,1170.7,1807.2,44.3,43.5,21.3,0.9,0,0,18.447,1.11,0.7,1192.6,7.569,1189,1193.2,1841.9,45.1,44.4,21.3,0.9,0,0,18.511,1.13,0.71,1215.5
2/15/2023,adults,7.5A,7.5,,27.15,22.92,15.8,1957.81,NR,7.9025,8.009,391.9,393.3,1683,110.3,15,51.9,2.3,0,0,13.032,2.76,1.74,400.2,,,,,,,,,,,,,,
2/15/2023,adults,7.5B,7.5,,26.99,22.95,15.8,1956.71,NR,7.9065,8.014,387.7,389.1,1680.8,110.8,14.8,51.9,2.3,0,0,13.008,2.78,1.75,396,,,,,,,,,,,,,,
2/15/2023,adults,8A,8,,27.13,22.97,15.7,1959.54,NR,8.0002,8.111,299.3,300.4,1625.7,134.1,11.5,62.8,2.9,0,0,11.594,3.36,2.11,305.7,,,,,,,,,,,,,,
2/15/2023,adults,8B,8,,27.13,23.11,15.6,1956.8,NR,7.979,8.093,313.6,314.7,1635.6,128.9,12.1,60.6,2.8,0,0,11.859,3.23,2.03,320.2,,,,,,,,,,,,,,
2/15/2023,adults,7A,7,,26.27,22.97,15.7,1947.25,NR,7.739,7.844,602.2,604.3,1757.2,76.5,23.2,35.5,1.5,0,0,15.95,1.93,1.21,615,,,,,,,,,,,,,,
2/15/2023,adults,7B,7,,27.13,23,15.7,1962.91,NR,7.717,7.822,636.2,638.5,1775.5,75.2,24.4,35.5,1.5,0,0,16.035,1.88,1.19,649.8,,,,,,,,,,,,,,
2/15/2023,adults,8E,8,,27.24,22.98,15.8,1952.12,NR,7.9831,8.092,313.2,314.3,1629.1,129.5,12,61.1,2.8,0,0,11.788,3.24,2.04,319.9,,,,,,,,,,,,,,
2/15/2023,adults,7E,7,,27.18,23.05,15.7,1947.32,NR,7.7673,7.874,552.1,554.1,1739.4,83.3,21.2,39.6,1.7,0,0,15.164,2.09,1.31,563.9,,,,,,,,,,,,,,
2/16/2023,adults,7.5C,7.5,,26.92,22.91,16.1,1957.04,NR,7.9337,8.036,365.9,367.2,1666.4,116.8,13.9,54.4,2.5,0,0,12.613,2.93,1.85,373.9,,,,,,,,,,,,,,
2/16/2023,adults,7.5D,7.5,,27.05,22.86,16.1,1966.24,NR,7.9345,8.036,367,368.3,1673.4,117.8,13.9,54.8,2.5,0,0,12.591,2.95,1.86,375,,,,,,,,,,,,,,
2/16/2023,adults,8C,8,,27.13,22.53,15.9,1955.15,NR,8.0131,8.114,296,297.1,1617.8,135.5,11.3,63.5,3,0,0,11.498,3.4,2.14,302.4,,,,,,,,,,,,,,
2/16/2023,adults,8D,8,,27.14,22.47,15.9,1954.76,NR,7.9998,8.1,307.6,308.7,1626.5,131.8,11.7,61.8,2.9,0,0,11.69,3.3,2.08,314.3,,,,,,,,,,,,,,
2/16/2023,adults,7C,7,,26.88,22.61,16,1949.41,NR,7.7732,7.869,561.9,563.9,1743.1,82.8,21.4,38.9,1.7,0,0,15.259,2.08,1.31,574,,,,,,,,,,,,,,
2/16/2023,adults,7D,7,,26.97,22.59,15.9,1969.29,NR,7.7797,7.877,555.7,557.7,1758,84.9,21.2,39.7,1.7,0,0,15.171,2.13,1.34,567.7,,,,,,,,,,,,,,
2/16/2023,adults,8F,8,,27.03,22.75,16.1,1959.19,NR,7.9794,8.08,325.4,326.6,1641.4,127.7,12.3,59.6,2.8,0,0,11.95,3.2,2.02,332.5,,,,,,,,,,,,,,
2/16/2023,adults,7F,7,,27.01,22.71,16.2,1948.94,NR,7.7964,7.892,530.2,532.1,1730.8,87.5,20,41.2,1.8,0,0,14.803,2.2,1.38,541.8,,,,,,,,,,,,,,
2/17/2023,adults,7.5E,7.5,,27.05,22.63,16.4,1938.57,NR,7.8279,7.92,490.7,492.5,1706.9,92.9,18.4,43.9,2,0,0,14.267,2.33,1.47,501.6,,,,,,,,,,,,,,
2/17/2023,adults,7.5F,7.5,,26.34,22.55,16.4,1956.81,NR,7.8704,7.962,447.9,449.5,1707.8,100.4,16.9,46,2.2,0,0,13.855,2.53,1.59,457.8,,,,,,,,,,,,,,
2/17/2023,adults,75G,7.5,,27.05,22.54,16.4,1940.58,NR,7.8225,7.913,500,501.8,1711.9,91.7,18.8,43.3,2,0,0,14.38,2.3,1.45,511,,,,,,,,,,,,,,
2/17/2023,adults,8G,8,,27.03,22.59,16.3,1949.06,NR,7.968,8.063,338.8,340,1640.9,123.7,12.8,57.9,2.7,0,0,12.127,3.11,1.96,346.3,,,,,,,,,,,,,,
2/17/2023,adults,7G,7,,27.11,22.79,16.2,1954.59,NR,7.7104,7.805,662.7,665.1,1771.4,73.5,25,34.7,1.5,0,0,16.145,1.84,1.16,677.2,,,,,,,,,,,,,,
2/21/2023,adults,7.5A,7.5,,26.71,22.99,16.1,1924.08,NR,7.854,7.956,444.5,446.1,1681,97.5,16.9,46.1,2.1,0,0,13.85,2.45,1.54,454.2,,,,,,,,,,,,,,
2/21/2023,adults,7.5B,7.5,,26.61,22.41,16,1919.61,NR,7.8652,7.96,439,440.6,1676.4,97.5,16.7,46.1,2.1,0,0,13.833,2.45,1.54,448.5,,,,,,,,,,,,,,
2/21/2023,adults,8A,8,,26.61,22.41,16.1,1923.02,NR,7.9521,8.047,350.3,351.5,1632.8,116.5,13.3,54.7,2.6,0,0,12.479,2.93,1.84,357.9,,,,,,,,,,,,,,
2/21/2023,adults,8B,8,,26.73,22.87,16,1919.83,NR,7.9487,8.052,344.5,345.7,1627.1,117.3,13.1,55.5,2.6,0,0,12.391,2.95,1.85,351.9,,,,,,,,,,,,,,
2/21/2023,adults,7A,7,,26.4,22.65,16.1,1926.93,NR,7.685,7.778,703.6,706.1,1759.9,67.1,26.7,31.5,1.4,0,0,16.749,1.69,1.06,718.9,,,,,,,,,,,,,,
2/21/2023,adults,7B,7,,26.67,22.53,16.1,1939.64,NR,7.7055,7.797,672.7,675.1,1763.3,70.8,25.5,33.3,1.4,0,0,16.4,1.78,1.12,687.3,,,,,,,,,,,,,,
2/21/2023,adults,7E,7,,26.63,26.63,16.1,1932.21,NR,7.6477,7.796,672.4,674.8,1757.1,70.3,25.5,33.1,1.4,0,0,16.416,1.77,1.11,687,,,,,,,,,,,,,,
2/21/2023,adults,8E,8,,26.61,26.61,16.2,1950.47,NR,7.9495,8.107,303.3,304.3,1620.1,133,11.5,61.4,3,0,0,11.656,3.35,2.1,309.9,,,,,,,,,,,,,,
