"","Gene","S1","S19","S20","S21","S2","S11","S12","S13","S14","S24","S33","S34","S35","S18"
"11","rna-XM_069286233.1",12.5995461790978,12.56078114596,12.562116309539,12.5522354352067,12.7076219991044,12.6974545303548,12.8911496253942,12.5463870790495,12.7582184431495,12.7193876589254,12.5679285968154,12.5903605995353,12.6034273194142,12.5620712298647
"12","rna-XM_069263410.1",12.5559527093549,12.6068141462261,12.4849327205677,12.6195838705836,12.857081893727,12.6258771693051,12.8436647145036,12.2248760466886,12.6651954097354,12.7146964508962,12.5526274286022,12.5270213402129,12.7594333059526,12.8560685005309
"13","rna-XR_011206792.1",12.4702911195858,12.4829417046844,12.5117266557162,12.44963321462,12.4580949832785,12.4376464163223,12.4017206649003,12.4238147080878,12.355328636641,12.3620511610483,12.360517509035,12.4397636594243,12.4408517280899,12.3742037616911
"14","rna-XM_069251341.1",12.5566166112822,12.5555553443461,12.5026464437303,12.4633652108242,12.54458877661,12.4839769438063,12.4214638281544,12.5593570530247,12.2248760466886,12.5433833721363,12.5300830818315,12.4858061470271,12.3917635797311,12.5172470472487
"15","rna-XR_011209398.1",12.2248760466886,12.5032958816703,12.4118601916443,12.4684389195379,12.6303487391453,12.2248760466886,12.2248760466886,12.2248760466886,12.2248760466886,12.2248760466886,12.6573482660975,12.2248760466886,12.2248760466886,12.2248760466886
"16","rna-XM_069272599.1",12.7835838887517,12.5911371509071,12.7453377843008,12.2248760466886,12.2248760466886,12.7926453160501,12.8933510988968,12.7645307611039,12.7663675091949,12.8428378997101,12.8920508628788,12.8059614356537,12.7587146974143,12.2248760466886
"17","gene-LOC138320139",12.2248760466886,12.3209082175014,12.2248760466886,12.5192960426626,12.2248760466886,12.4537960250623,12.2248760466886,12.2248760466886,12.4198998815984,12.2248760466886,12.4626717619939,12.2248760466886,12.4540328632071,12.2248760466886
"18","rna-XM_069271571.1",12.2248760466886,12.2248760466886,12.7373037967042,12.5574033724894,12.2248760466886,12.2248760466886,12.928166458069,12.8285986330043,12.2248760466886,12.8435093492007,12.850061869662,12.5939897753655,12.7175064996616,12.7065034826255
"19","rna-XM_069251042.1",13.0619046818294,13.1464769962224,13.1169585155891,13.1123898064248,13.2193703294895,13.018812556196,12.9777049531254,13.2508062152904,13.2281399128559,13.1559846307869,13.2510174497119,13.1002337222831,12.9980460952659,13.3127649871265
"20","rna-XM_069269504.1",12.7889817879167,12.7118722151443,12.7108884746674,12.8909786349234,12.8068096615071,12.5660801238923,12.8517889626064,12.6243487638789,12.6404271437562,12.8952259963061,12.636860652677,12.8152879497179,12.7626546234637,12.5345659247726
"21","rna-XM_069271771.1",12.8430261902205,12.9408472400037,13.0139558684154,12.8856139919303,12.8626987568034,12.9699813883969,12.8175149446734,12.8704549127403,12.8712541677197,12.8021181368239,12.8800739042878,12.8689363020982,12.9304084803644,12.9013524600977
"22","rna-XM_069281623.1",12.748317467627,12.5200354716772,12.2248760466886,12.8159857687554,12.2248760466886,12.7881189885105,12.2248760466886,12.2248760466886,13.072536174953,12.2248760466886,12.9366478368591,12.8240974371337,12.2248760466886,13.6408042823171
"23","rna-XM_069247624.1",12.4343314294782,12.4311305074957,12.2248760466886,12.3964904126512,12.2248760466886,12.3200988224069,12.2248760466886,12.5059957949577,12.2248760466886,12.2248760466886,12.4143743272797,12.2248760466886,12.3134862172559,12.2248760466886
"24","rna-XM_069256983.1",13.3867686014889,13.419590390893,13.2878365560908,13.138995032081,13.1231790859516,13.3943214058647,13.262461385979,13.2575630211015,13.346047498894,13.2687291856707,13.2815802997743,13.3194646797636,13.3223839781974,13.4263964766079
"25","rna-XM_069285759.1",12.4967521725064,12.7343478232297,13.3540686615066,12.6930810850215,12.7468993591672,12.7220935814641,12.6684546262985,12.7915659437474,12.8920232825629,12.5480141542738,12.702138513461,12.9453715674321,12.6888879428233,12.8236148806809
"26","rna-XR_011206034.1",12.4096343263289,12.4716874354578,12.4785096473962,12.4485416899851,12.4179207754867,12.2248760466886,12.2248760466886,12.3494520041524,12.4152626004225,12.3454700203412,12.4464576481212,12.2248760466886,12.2248760466886,12.4882935560954
"27","rna-XM_069275460.1",12.8093121490753,12.8117975838645,12.8887223217111,12.8236151591507,12.8383523148278,12.6217416243893,12.6946784440588,12.637753290718,12.7703943035811,12.8561230057553,12.6497427635047,12.8669087085081,12.8540213023066,12.8564042505976
"28","rna-XM_069248845.1",12.8271355039191,12.7443804138335,12.5477256495428,12.752583172875,12.7150515836858,12.6264643967544,12.7495586597341,12.8176443895689,12.6451856296377,12.6057918701181,12.776080840498,12.6933775573022,12.6049625309127,12.8196944648837
"29","rna-XM_069278829.1",12.2248760466886,12.6245811569216,12.6630620662517,12.8791143182102,12.2248760466886,12.7140236384655,12.5939970983825,12.6273671435262,12.4496825039945,12.5899046627473,12.6737397745784,12.2248760466886,12.2248760466886,12.2248760466886
"30","rna-XM_069254882.1",12.2248760466886,13.1649872469346,12.5167869482469,12.2248760466886,12.2248760466886,12.6729827354184,12.2248760466886,12.2248760466886,12.8234376480604,12.7086575013596,12.8562741181763,12.7317808476368,12.6405354748867,12.2248760466886
"31","rna-XM_069263273.1",12.6088022647046,12.6711639614617,12.5936431784963,12.6280974017786,12.2248760466886,12.6374588765366,12.6138467417052,12.5647615382714,12.732951672434,12.710390868989,12.5873087124187,12.6435419496563,12.6214488256845,12.5260328104895
"32","rna-XM_069269821.1",13.4486845038494,13.4218894453302,13.4602137339054,13.2346685480266,13.3151485075193,13.3308288386777,13.3084379206417,13.4328032689029,13.4097744089289,13.2873495002138,13.382223828948,13.4937838448342,13.3562641551701,13.4215049349352
"33","rna-XM_069266589.1",12.2248760466886,12.4672183279031,12.3771815256143,12.4075591518424,12.2248760466886,12.2248760466886,12.5133620596796,12.2248760466886,12.4714514995379,12.48943724533,12.5616391266839,12.2248760466886,12.2248760466886,12.2248760466886
"34","rna-XM_069251417.1",12.6948658097438,12.5652867542222,12.5985528012872,12.2248760466886,12.2248760466886,12.2248760466886,12.6160496748639,12.7548210862046,12.6746118741904,12.2248760466886,12.2248760466886,12.2248760466886,12.2248760466886,12.2248760466886
"35","rna-XM_069272625.1",12.2248760466886,12.3937629611717,12.5722492118049,12.6304961879353,12.2248760466886,12.4812130381092,12.2248760466886,12.2248760466886,12.5965731689915,12.4787632348325,12.5446975159501,12.395640449198,12.4947495754653,12.2248760466886
"36","rna-XM_069250018.1",12.2248760466886,12.2248760466886,12.2248760466886,12.8416737693333,12.7618636014843,12.7721800234092,12.7713837601336,12.2248760466886,12.2248760466886,12.9299875161131,12.7502292724905,12.2248760466886,12.2248760466886,12.2248760466886
"37","rna-XM_069286526.1",12.7524492744347,12.7024839706408,12.7501653348174,12.7382627661914,12.6734172822226,12.7772654991118,12.7155714653651,12.7823494468563,12.786588315928,12.7294658340086,12.6320090112263,12.8010487439023,12.7626546234637,12.665447851155
"38","rna-XM_069246762.1",12.855433515747,12.7586591912127,12.673696647689,12.9195227195066,12.8014444108003,12.8516855051224,12.8224881503514,12.7127399580703,12.7651533441315,12.8946096554407,12.7673478236015,12.6914895344894,12.8080939898939,12.691545406861
"39","rna-XM_069286405.1",13.9126660823333,13.9087459248299,13.7761089059467,14.1626635504038,13.9590699451743,13.8235283991404,13.6109580906082,13.5651329873399,13.6897362046686,13.7495089482465,13.5377165647232,13.5746513125424,13.8252854734931,13.9180216325544
"40","rna-XM_069281210.1",12.5102120562928,12.5094984357077,12.4842269841874,12.5039733134739,12.2248760466886,12.4727345036289,12.2248760466886,12.5729987629104,12.3860137344811,12.5147541277692,12.5112494457981,12.3875769794037,12.5784866317557,12.788050877043
"41","rna-XM_069270137.1",12.510983850819,12.5684682145711,12.5396997533135,12.3751613839531,12.4360829143627,12.3577348314478,12.3662608078566,12.5367871227013,12.5325241359603,12.3710977063159,12.4767059716129,12.392995794332,12.537596970678,12.4988196427631
"42","rna-XM_069282309.1",12.6293780042636,12.5766028489318,12.5408589937108,12.5074511215101,12.6082137362174,12.5150761507942,12.5445926065814,12.6488290308276,12.5318004239144,12.529061393227,12.5670968025308,12.5605481561212,12.5510106990007,12.5910265049966
"43","rna-XM_069270459.1",12.33633790837,12.2248760466886,12.4799511222919,12.2248760466886,12.2248760466886,12.2248760466886,12.3808600142946,12.3890163035821,12.3954499554909,12.4770805554013,12.4074343976722,12.4883614689984,12.2248760466886,12.2248760466886
"44","rna-XM_069275048.1",12.807461070221,12.7947883160877,12.8748992583806,12.8307494261567,12.8449183630614,12.8233234037422,12.8077972308135,12.8543189362682,12.7803276073178,12.8538196195124,12.8200829162421,12.8535595476734,12.9116822946291,12.8503314351951
"45","rna-XM_069254296.1",13.304973006157,13.2795918086175,13.4598164924729,13.3852912779899,13.3316156277039,13.2507653903156,13.4265875790235,13.356721957329,13.3630941499774,13.2546961200633,13.2682665285655,13.3370364069928,13.4736287206246,13.4348180000793
"46","rna-XM_069258900.1",12.4505915310811,12.4332423420411,12.4068797428511,12.4441208191461,12.42781095345,12.4698424605426,12.4833264680651,12.5335197275291,12.4897558597415,12.5219951045041,12.497962977616,12.5118795286287,12.4844227667352,12.4509226373027
"47","rna-XM_069260024.1",12.5864234721739,12.4937204765144,12.4358615651166,12.2248760466886,12.2248760466886,12.2248760466886,12.6466700550197,12.2248760466886,12.5438769493976,12.530454760291,12.4026565029836,12.2248760466886,12.4590960646503,12.2248760466886
"48","rna-XM_069276014.1",12.8682546344988,12.8422755010636,12.9123922597337,13.0136909114066,13.032712191919,13.0501619009204,12.9785328879947,12.9049842320376,12.8939653822537,12.9965869602804,12.9462834745683,12.9342113350405,12.9410229629731,12.8171853823173
"49","rna-XM_069246844.1",12.6255683490941,12.7015798525754,12.744991170243,12.8053739678139,12.8018589878413,12.7327998219329,12.8008551832096,12.4896238502279,12.6998622421116,12.6859648989964,12.6274501654272,12.2248760466886,12.3882035770099,12.2248760466886
"50","rna-XM_069283952.1",12.2248760466886,12.4038419426427,12.2248760466886,12.2248760466886,12.3462170901718,12.2248760466886,12.4765413755026,12.2248760466886,12.2248760466886,12.4209859459486,12.3783958707148,12.4290842299181,12.3577652111206,12.2248760466886
"51","rna-XM_069262269.1",12.2248760466886,12.7787779287524,12.7677042017241,13.0080350240818,13.0280795507844,12.7897693348886,13.1681903280747,13.0614219672301,12.9960639280858,13.2077764947472,12.2248760466886,12.9369433821365,12.9050387491411,12.8972846422597
"52","rna-XR_011207314.1",12.3722987560687,12.3700286169414,12.5344286002574,12.6474697797893,12.6303487391453,12.5416228051518,12.5466099583647,12.2248760466886,12.5100028012315,12.56837633758,12.4261186555174,12.5703478752631,12.2248760466886,12.2248760466886
"53","gene-LOC138326398",12.3692613475296,12.4760762857864,12.4128403599515,12.5083138219396,12.2248760466886,12.2248760466886,12.2248760466886,12.4288692553607,12.4152626004225,12.3282924911958,12.5220223969086,12.4942285934538,12.4720871318808,12.4460494911952
"54","rna-XM_069246392.1",12.5821448134354,12.6096456418717,12.650023964934,12.6127602758767,12.6563843448056,12.5555170665866,12.568633324512,12.6440504549141,12.5911670470169,12.5916405126043,12.6443682806186,12.5939897753655,12.6120445246591,12.7166502225647
"55","rna-XM_069248170.1",12.7718286350696,12.7452073645563,12.7833832137322,12.8409002636785,12.9037736755603,12.6974545303548,12.8008551832096,12.6869673656723,12.868228686965,12.9137407990147,12.7975479775538,12.7072940812479,12.2248760466886,12.5522809514345
"56","rna-XR_011209679.1",12.5125211464155,12.4769447952719,12.5091622822038,12.44963321462,12.2248760466886,12.448543432993,12.4290360953078,12.4433277675886,12.5368306206591,12.5004654200717,12.404263348201,12.4624991333487,12.2248760466886,12.2248760466886
"57","rna-XM_069256865.1",12.5618799207769,12.5178098730984,12.5314604148605,12.432654304324,12.5305649412673,12.2248760466886,12.454033344511,12.3589200802653,12.4277587226055,12.5460378437764,12.5082393286606,12.2248760466886,12.416866813216,12.504321462959
"58","rna-XM_069285509.1",12.6994825377214,12.6956592317758,12.6915123836276,12.8192107498666,12.7573753684847,12.7513235194041,12.747934238674,12.6728334768964,12.6514454179062,12.7739606732728,12.7642302209031,12.6929062904463,12.7686849002536,12.7109421158905
"59","rna-XM_069284673.1",13.3107668593586,13.2159202439635,13.3528867442989,13.6488342757406,13.3670084658837,13.2683652227777,13.290326814268,13.0859776604169,13.1346622042821,13.4631348542127,13.2755758889813,13.1706764105537,13.3815105321308,13.1651915035976
"60","rna-XM_069260931.1",12.2248760466886,12.2248760466886,12.4597382208949,12.4763420393635,12.2248760466886,12.2248760466886,12.4492584638215,12.2248760466886,12.4476881649485,12.4426279235207,12.5683437244088,12.5015872351525,12.2248760466886,12.4640355623637
"61","rna-XM_069275884.1",13.2844956100542,13.2200129832495,13.2216780043616,13.3289735218263,13.2436908292446,13.2692046749982,13.2267033747393,13.263907522772,13.3072249349535,13.2384919750963,13.2264193324842,13.225078334358,13.2423034166089,13.3044808126075
"62","rna-XM_069249473.1",13.1666706613266,13.277490500868,13.1382036499379,12.9956750861792,13.0965801044626,13.1514443065487,13.2025017167843,13.2649906202973,13.2108443782805,13.186325287236,13.1781040470233,13.2116949910606,13.1250096430865,13.1880927798949
"63","rna-XM_069249683.1",12.6336873046601,12.6711639614617,12.6439989201612,12.2248760466886,12.629750623897,12.6639776812793,12.6708608158573,12.6483536684009,12.4714514995379,12.6178143333005,12.6840247071983,12.6419520058517,12.5877099214639,12.5555771509046
"64","rna-XM_069281915.1",12.7734112634619,12.9387821376682,12.9213644044342,12.8303554099537,12.8039271860823,12.7314167036898,12.9637572652482,12.9926867982187,13.0062454564814,12.9375290008152,12.9407118810121,13.0336781020635,12.8248783455626,12.9047740864024
"65","rna-XM_069270631.1",12.5784353330787,12.7936604106457,13.256033299259,12.967437479085,13.0151855029984,12.7477628593037,12.8601344740027,12.8517972466469,12.8729284860831,13.2392704214984,12.9068583535437,13.0241251630056,12.9072609808627,12.8604185446215
"66","rna-XM_069244791.1",12.4991760386831,12.5475551829016,12.4681778435454,12.2248760466886,12.5183589792449,12.5199370120358,12.4170020088036,12.5520096930779,12.5310749755642,12.4176946860072,12.4451605645231,12.5087529210853,12.5115789411844,12.5172470472487
"67","rna-XM_069272206.1",12.9139225437031,12.8699195121024,12.7014923775514,12.8561795214402,12.982513739802,13.0196700478432,12.9355565329938,12.7926192760082,12.8094396306347,13.0706898354495,12.8635132840753,12.9008173404843,12.7690374447797,12.6727211560023
"68","rna-XM_069281191.1",12.7081285187971,12.6563788526639,12.729852069433,12.6226458662855,12.7189666334647,12.6299694270136,12.6616445590659,12.7188641714767,12.6382941916582,12.5910628297856,12.6635287153088,12.6058320489877,12.6697626059508,12.7346385958455
"69","rna-XM_069246298.1",12.6725072085752,12.5958528007226,12.4925717293781,12.6422780025808,12.6877262885875,12.7072725262487,12.6905668090975,12.5393762234363,12.6296469260906,12.7016586638486,12.7325076387201,12.6190011766171,12.6291944645771,12.5790003222798
"70","rna-XM_069274301.1",12.2248760466886,12.3844198689203,12.5805541679645,12.4773123624842,12.2248760466886,12.2248760466886,12.2248760466886,12.4663323868877,12.4415941771921,12.430542041127,12.2248760466886,12.2248760466886,12.2248760466886,12.5542626977821
"71","rna-XM_069279842.1",12.2248760466886,12.2248760466886,12.2248760466886,12.2248760466886,12.2248760466886,12.5597829913354,12.4739488220143,12.2248760466886,12.5012791367363,12.5325328033113,12.364688850288,12.2248760466886,12.2248760466886,12.2248760466886
"72","rna-XM_069282227.1",12.5644804415567,12.540040316267,12.2248760466886,12.2248760466886,12.2248760466886,12.2248760466886,12.7576032362504,12.2248760466886,12.2248760466886,12.5532252031303,12.6994670544648,12.608155614929,12.2248760466886,12.2248760466886
"73","rna-XM_069275169.1",12.2248760466886,12.4863061127893,12.4027944854419,12.2248760466886,12.2248760466886,12.5984733493378,12.5736096573356,12.2248760466886,12.5738011352508,12.6382479977255,12.6596358044732,12.2248760466886,12.2248760466886,12.2248760466886
"74","rna-XM_069257374.1",12.5245319997089,12.5222441836523,12.55720667975,12.526661976267,12.5297666312226,12.5408743225235,12.4660022960527,12.5001563844124,12.4914329000618,12.4829214419674,12.4817693209723,12.4797430210845,12.5156322370103,12.5435485540781
"75","rna-XM_069256783.1",12.5071034978254,12.4937204765144,12.542589797758,12.4895998282231,12.4549285414149,12.5059433355931,12.487477214658,12.47784716926,12.493099336769,12.5012361113405,12.4438557380703,12.4671571720904,12.4514584740651,12.5296177461951
"76","rna-XM_069276954.1",12.6778423200264,12.3816477334585,12.6568039129328,12.6593359523163,12.6845862724286,12.6889400238847,12.5214826982171,12.6156668606445,12.5673813518903,12.6981190078312,12.5624846173821,12.6069956391923,12.6451681700962,12.6443912184467
"77","rna-XM_069275175.1",12.2248760466886,12.2248760466886,12.2248760466886,12.2248760466886,12.2248760466886,12.7691905019418,12.6780003145179,12.2248760466886,12.4299484464467,12.5763056664225,12.5586627381591,12.585463661753,12.2248760466886,12.2248760466886
"78","rna-XM_069274027.1",12.6368889238365,12.7472687684506,12.8635548954585,12.777472066633,12.7223660565086,12.7304924369896,12.8096096589978,12.8621308935287,12.7743902084549,12.6706444466716,12.7955868036493,12.8872145444371,12.7306172449769,12.7940783515644
"79","gene-LOC138305547",12.5444517271197,12.558831223315,12.4443907922356,12.2248760466886,12.432578408373,12.5076260756692,12.4782548601754,12.2248760466886,12.360376630208,12.4622918369902,12.5578073664747,12.4095070484271,12.4209030232998,12.2248760466886
"80","rna-XM_069256793.1",12.70902931304,12.6755020113449,12.5732983706461,12.7739887783643,12.5860341029313,12.2248760466886,12.648192042811,12.8112393116785,12.7711959339148,12.8085781104127,12.2248760466886,12.6848183034736,12.2248760466886,12.2248760466886
"81","rna-XR_011210307.1",12.3707879825541,12.3622667678337,12.4088881871932,12.3482667738875,12.3734659898284,12.3503527100533,12.3751911827782,12.3619304430758,12.3860137344811,12.3823508217477,12.390971680486,12.3329147484693,12.3577652111206,12.3799437977798
"82","rna-XM_069263336.1",12.7045077949997,12.7721577214154,12.7358931420405,12.6821184780305,12.7338421528501,12.7410175246462,12.7659156178528,12.8156296488588,12.7687873309348,12.8013956551805,12.7911480422231,12.7412379023442,12.7658558848939,12.6997648560464
"83","rna-XM_069259228.1",12.2248760466886,12.2248760466886,12.2248760466886,12.6598926986157,12.8092684347699,12.895454609051,12.2248760466886,12.6808394777932,12.2248760466886,12.9596525058674,12.9758544441057,12.6824113430331,12.6942632226046,12.2248760466886
"84","rna-XM_069262919.1",12.3852543748821,12.4342902182897,12.4323509928141,12.4062126974075,12.2248760466886,12.3853541815874,12.4363356382414,12.4217563220708,12.4233063135412,12.4396706730394,12.4398933877197,12.4119172746645,12.3453828181664,12.4083194144677
"85","rna-XM_069263413.1",12.3985151926424,12.4690158821172,12.4278768247973,12.4141470396733,12.3334131697643,12.4609517913704,12.4987612319882,12.2248760466886,12.4750424027363,12.4853841756894,12.404263348201,12.4577470826922,12.2248760466886,12.2248760466886
"86","rna-XM_069284192.1",12.4991760386831,12.5344585434203,12.6048383990439,12.5142798062198,12.552859242475,12.4688707547923,12.4568507134653,12.5341760103201,12.5494021259544,12.5822831589693,12.4872795161611,12.6058320489877,12.5690111751234,12.5476087417882
"87","rna-XM_069285507.1",13.3480146919554,13.3472399644656,13.3724919045229,13.47323981483,13.5209510781956,13.4157207519376,13.2180366416446,13.4309908538299,13.3945789476655,13.3975514456185,13.4735940709617,13.4469897334385,13.4306831137161,13.3018881588628
"88","rna-XM_069268547.1",12.7516256195208,12.7929071655173,12.826375979493,12.713258847457,12.7242977894822,12.7622919135248,12.7376599508365,12.8338348386632,12.834249055084,12.7202356489883,12.7750609627297,12.8178716602919,12.8041477856085,12.8523626453405
"89","rna-XM_069277024.1",12.6416440029432,12.7123145974215,12.7316366376579,12.5814224303768,12.6723385519927,12.6217416243893,12.6209603939241,12.7491338401744,12.6914451242051,12.5460378437764,12.6203312676517,12.6284521801179,12.5987829989662,12.7726773587561
"90","rna-XR_011210053.1",12.3824677685317,12.3622667678337,12.3842622087716,12.4128480361718,12.2875498344809,12.4353988227434,12.4311482215044,12.4078096008934,12.4288565424273,12.3666468427657,12.4034617420443,12.4070647632696,12.3986639924807,12.3682332271469
"91","rna-XM_069251041.1",12.5912509280779,12.577837370757,12.2248760466886,12.4724223295422,12.4791489585469,12.2248760466886,12.4849948011124,12.2248760466886,12.5177051342754,12.3889912111819,12.2248760466886,12.3889485356108,12.4615867075375,12.2248760466886
"92","rna-XM_069284409.1",12.4817233537238,12.5178098730984,12.6157059128734,12.4753679194225,12.4913421427042,12.4669155285595,12.4300948939945,12.5193950200943,12.5647788424368,12.516216918933,12.5229821895879,12.4849487324398,12.4681026622559,12.6449051958659
"93","rna-XM_069259931.1",12.2248760466886,12.5117893884245,12.7211931980223,12.4905212259745,12.7130818322498,12.8321703181002,12.6332351881781,12.3705877542339,12.5438769493976,12.6007601295814,12.5888762251954,12.6414206384586,12.7829480718145,12.5684403962916
"94","rna-XM_069264662.1",12.2248760466886,12.2248760466886,12.4799511222919,12.2248760466886,12.2248760466886,12.2248760466886,12.7376599508365,12.5641653682757,12.2248760466886,12.2248760466886,12.2248760466886,12.2248760466886,12.4689048108967,12.2248760466886
"95","rna-XM_069255081.1",12.4268032165452,12.2248760466886,12.6413893216247,12.2248760466886,12.2248760466886,12.2248760466886,12.4549763330081,12.4405141879056,12.2248760466886,12.2248760466886,12.3892342998598,12.2248760466886,12.2248760466886,12.2248760466886
"96","rna-XM_069272307.1",12.325901422183,12.2841551624841,12.3876866649304,12.4452344171284,12.5099272913388,12.4101484449596,12.3903119688144,12.4258518812546,12.4152626004225,12.3739909155722,12.3494778508955,12.2248760466886,12.2875378226764,12.2248760466886
"97","rna-XM_069266026.1",12.4311389277423,12.4644964750439,12.4651435057264,12.3521824103824,12.4949819786877,12.4912056798833,12.6082826937597,12.3648758999161,12.5214803039343,12.4870130065399,12.520576784089,12.5981782648028,12.4888985595761,12.4575722850894
"98","rna-XM_069250750.1",13.1069617703685,13.2006049431004,13.3381362709275,13.1583887042019,13.1496643211381,13.0242262629916,13.3069728507082,13.1881023478225,12.7854200229653,13.3165472454747,12.9683036216446,13.2592605336015,13.1794110126059,13.3706708206567
"99","rna-XM_069245786.1",12.4611171432449,12.2248760466886,12.4636117396535,12.6292986197204,12.512483100687,12.5355836556412,12.3849794769039,12.5400201229901,12.5325241359603,12.5671398222819,12.5777543661602,12.5247994810388,12.5569258511528,12.6049455850625
"100","rna-XM_069256703.1",12.5200859902096,12.5302042130302,12.6262723492867,12.4349980372191,12.5337372412967,12.448543432993,12.558453762274,12.4143748754374,12.545267323999,12.5386831391948,12.3892342998598,12.3484141528014,12.5293885464503,12.4095051499084
"101","rna-XM_069278503.1",13.6821988147124,13.321903624047,13.4785791372141,13.6026015079011,13.6804492371676,13.7647869826936,13.5647064874694,13.1675455562853,13.2796227165894,13.5285782549798,13.4027051462254,13.248013716491,13.6584245600477,13.3423427683339
"102","rna-XM_069267750.1",13.0851276267976,12.9995015075989,13.0977170093672,12.9655344168197,13.0044613867679,13.1353992406122,13.2082579716874,12.9494608633755,13.047400186427,13.0329409701508,13.1527179833995,13.1069655870244,12.9808840924348,13.0381918434905
"103","rna-XM_069266846.1",12.2248760466886,12.2248760466886,12.4589557565008,12.5298778191829,12.4047903465639,12.2248760466886,12.4004898079767,12.2248760466886,12.4803331989816,12.4796003635823,12.4916048433989,12.404589112132,12.4911079315366,12.4047150525698
"104","rna-XM_069249546.1",12.5790563321629,12.6431295771243,12.6647154160988,12.6026096976075,12.6291516006088,12.661292667591,12.620417843556,12.6192654845236,12.5788515442328,12.6994495837059,12.6210490599579,12.656044622821,12.6296735203074,12.5898420886168
"105","rna-XM_069248999.1",12.6082304570508,12.6840512453176,12.6171006908998,12.7287985723753,12.7155427390189,12.6181613832757,12.537082314375,12.6450106412739,12.5068621803174,12.6268523477399,12.6946789360809,12.6398223406063,12.6258246302285,12.4807498040012
"106","rna-XM_069265359.1",12.8026190117738,12.7330792381403,12.7390614464359,12.6434374525061,12.7897062068744,12.6623687108315,12.6798846531828,12.6834760780032,12.7325194460072,12.6552506893805,12.6943779998594,12.7542651816927,12.7655011684883,12.768369676429
"107","rna-XM_069255067.1",12.5423781682149,12.56078114596,12.5460229744733,12.6164973354995,12.5506248345637,12.4956245692928,12.5654854919163,12.5532458692864,12.5169441635865,12.5386831391948,12.5616391266839,12.5645026053406,12.5961771536418,12.5709546371427
"108","rna-XM_069277888.1",12.7553215508845,12.7630651305056,12.8908628400143,12.9126779603749,12.8495091663735,12.8560981784025,12.8103329744155,12.8016634774784,12.7021730603706,12.9441291871663,12.8529542464403,12.8156577814022,12.8352773758096,12.780804061759
"109","rna-XM_069282470.1",12.7757762756448,12.8538943984445,12.8305280404204,12.8852546918117,12.8612060835461,12.9110591185575,12.7401452600046,12.8738135796969,12.8877945052852,12.9915434675568,12.5977588805914,12.7852578535998,12.733272886516,12.8369540792673
"110","rna-XM_069270896.1",12.5193383700414,12.518553639223,12.565349363486,12.4734081103119,12.4673442029287,12.4649442282561,12.4939838340843,12.6125550866563,12.5750707004516,12.4837449844177,12.4738480489327,12.5386017710803,12.4851741352895,12.6221873715164
